           -22.81000           -43.25000SBGL                                    AEROPORTO INTERNACIONAL DO RJ           FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201000000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101300.00000      0-888888.00000      0    302.15000      0    292.15000      0      2.04000      0    100.00000      0-888888.00000      0-888888.00000      0     50.00000      0-888888.00000      0
-777777.00000      0-777777.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
      1      0      0
           -22.81000           -43.25000SBGL                                    AEROPORTO INTERNACIONAL DO RJ           FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201060000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101300.00000      0-888888.00000      0    299.15000      0    293.15000      0      0.00000      0      0.00000      0-888888.00000      0-888888.00000      0     70.00000      0-888888.00000      0
-777777.00000      0-777777.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
      1      0      0
           -22.81000           -43.25000SBGL                                    AEROPORTO INTERNACIONAL DO RJ           FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201120000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101500.00000      0-888888.00000      0    303.15000      0    294.15000      0      2.04000      0     30.00000      0-888888.00000      0-888888.00000      0     55.00000      0-888888.00000      0
-777777.00000      0-777777.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
      1      0      0
           -22.81000           -43.25000SBGL                                    AEROPORTO INTERNACIONAL DO RJ           FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201180000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101100.00000      0-888888.00000      0    307.15000      0    290.15000      0      7.14000      0    130.00000      0-888888.00000      0-888888.00000      0     15.00000      0-888888.00000      0
-777777.00000      0-777777.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
      1      0      0
           -22.91000           -43.16000SBRJ                                    AEROPORTO SANTOS DUMONT                 FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201000000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
 101300.00000      0-888888.00000      0    302.15000      0    294.15000      0      0.00000      0      0.00000      0-888888.00000      0-888888.00000      0     60.00000      0-888888.00000      0
-777777.00000      0-777777.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
      1      0      0
           -22.91000           -43.16000SBRJ                                    AEROPORTO SANTOS DUMONT                 FM-15 METAR                             -                                                    5.00000         1   -888888   -888888       890   -888888F         F         F            -888888   -888888      20140201120000-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0-888888.00000      0
